PlayerName,Team
Norm Larker,"[HOU, LAN, ML1, SFN]"
Norm McMillan,"[BOS, CHN, NYA, SLA]"
Norm Siebern,"[BAL, BOS, CAL, KC1, NYA, SFN]"
Nyjer Morgan,"[CLE, MIL, PIT, WAS]"
Octavio Dotel,"[ATL, CHA, COL, DET, HOU, KCA, LAN, NYA, NYN, OAK, PIT, SLN]"
Odalis Perez,"[ATL, KCA, LAN, WAS]"
Oddibe McDowell,"[ATL, CLE, TEX]"
Odell Hale,"[BOS, CLE, NY1]"
Odell Jones,"[BAL, ML4, PIT, SEA, TEX]"
Oil Can Boyd,"[BOS, MON, TEX]"
Old Hoss Radbourn,"[BFN, BSN, BSP, CIN, PRO]"
Oliver Perez,"[ARI, NYN, PIT, SDN, SEA]"
Ollie Beard,"[CIN, CN2, LS2]"
Ollie Brown,"[HOU, ML4, OAK, PHI, SDN, SFN]"
Ollie Pickering,"[CL4, CLE, LS3, PHA, SLA, WS1]"
Olmedo Saenz,"[CHA, LAN, OAK]"
Omar Daal,"[ARI, BAL, LAN, MON, PHI, TOR]"
Omar Infante,"[ATL, DET, FLO, KCR]"
Omar Moreno,"[ATL, HOU, KCA, NYA, PIT]"
Omar Olivares,"[ANA, COL, DET, OAK, PHI, PIT, SEA, SLN]"
Omar Quintanilla,"[BAL, COL, NYN, TEX]"
Omar Vizquel,"[CHA, CLE, SEA, SFN, TEX, TOR]"
Omir Santos,"[BAL, CLE, DET, NYN]"
Oral Hildebrand,"[CLE, NYA, SLA]"
Orator Shafer,"[BFN, CHN, CL2, HR1, IN1, LS1, NY2, PH2, PH4, SL5, SLU]"
Orel Hershiser,"[CLE, LAN, NYN, SFN]"
Orestes Destrade,"[FLO, NYA, PIT]"
Oris Hockett,"[BRO, CHA, CLE]"
Orlando Cabrera,"[BOS, CHA, CIN, CLE, LAA, MIN, MON, OAK]"
Orlando Cepeda,"[ATL, BOS, KCA, OAK, SFN, SLN]"
Orlando Gonzalez,"[CLE, OAK, PHI]"
Orlando Hernandez,"[ARI, CHA, NYA, NYN]"
Orlando Hudson,"[ARI, CHA, LAN, MIN, SDN, TOR]"
Orlando McFarlane,"[CAL, DET, PIT]"
Orlando Mercado,"[DET, LAN, MIN, MON, NYN, OAK, SEA, TEX]"
Orlando Merced,"[BOS, CHN, HOU, MIN, MON, PIT, TOR]"
Orlando Palmeiro,"[ANA, CAL, HOU, SLN]"
Orlando Pe̱a,"[BAL, CAL, CIN, CLE, DET, KC1, PIT, SLN]"
Orlando Sanchez,"[BAL, KCA, SLN]"
Oscar Bielaski,"[BL1, CH2, CHN, WS4, WS5]"
Oscar Gamble,"[CHA, CHN, CLE, NYA, PHI, SDN, TEX]"
Oscar Grimes,"[CLE, NYA, PHA]"
Oscar Henriquez,"[DET, FLO, HOU]"
Oscar Roettger,"[BRO, NYA, PHA]"
Oscar Salazar,"[BAL, DET, SDN]"
Oscar Villarreal,"[ARI, ATL, HOU]"
Oscar Walker,"[BFN, BL2, BR2, BR3, SL4]"
Ossee Schrecongost,"[BOS, CHA, CL4, CLE, LS3, PHA, SLN]"
Otis Clymer,"[BSN, CHN, PIT, WS1]"
Otis Nixon,"[ATL, BOS, CLE, LAN, MIN, MON, NYA, TEX, TOR]"
Otis Stocksdale,"[BLN, BSN, WSN]"
Otto Knabe,"[BLF, CHN, PHI, PIT]"
Otto Krueger,"[CL4, PHI, PIT, SLN]"
Otto Velez,"[CLE, NYA, TOR]"
Otto Williams,"[CHN, SLN, WS1]"
Owen Friend,"[BOS, CHN, CLE, DET, SLA]"
Ownie Carroll,"[BRO, CIN, DET, NYA]"
Ox Miller,"[CHN, SLA, WS1]"
Oyster Burns,"[BL2, BR3, BRO, NY1, WIL]"
Ozzie Guillen,"[ATL, BAL, CHA, TBA]"
Ozzie Timmons,"[CHN, CIN, SEA, TBA]"
Ozzie Virgil,"[ATL, BAL, DET, KC1, NY1, PHI, PIT, SFN, TOR]"
Pablo Ozuna,"[CHA, COL, FLO, LAN]"
Pablo Torrealba,"[ATL, CHA, OAK]"
Paddy Greene,"[DET, NYA, PHI]"
Paddy Livingston,"[CIN, CLE, PHA, SLN]"
Paddy O'Connor,"[NYA, PIT, PTF, SLN]"
Paddy Quinn,"[CH2, CHN, FW1, HR1, KEO]"
Parson Nicholson,"[DTN, TL2, WSN]"
Pascual Perez,"[ATL, MON, NYA, PIT]"
Pat Borders,"[CAL, CHA, CLE, HOU, KCA, MIN, SEA, SLN, TOR]"
Pat Bourque,"[CHN, MIN, OAK]"
Pat Burrell,"[PHI, SFN, TBA]"
Pat Clements,"[BAL, CAL, NYA, PIT, SDN]"
Pat Collins,"[BSN, NYA, SLA]"
Pat Corrales,"[CIN, PHI, SDN, SLN]"
Pat Crawford,"[CIN, NY1, SLN]"
Pat Dealy,"[BSN, SPU, SR2, WS8]"
Pat Deasley,"[BSN, NY1, SL4, WS8]"
Pat Dobson,"[ATL, BAL, CLE, DET, NYA, SDN]"
Pat Donahue,"[BOS, CLE, PHA]"
Pat Hentgen,"[BAL, SLN, TOR]"
Pat Keedy,"[CAL, CHA, CLE]"
Pat Kelly,"[BAL, CHA, CLE, KCA, MIN, NYA, SLN, TOR]"
Pat Lennon,"[KCA, OAK, SEA, TOR]"
Pat Mahomes,"[BOS, CHN, MIN, NYN, PIT, TEX]"
Pat McCauley,"[NYA, SLN, WSN]"
Pat Moran,"[BSN, CHN, PHI]"
Pat Neshek,"[MIN, OAK, SDN, SLN]"
Pat Perry,"[CHN, CIN, LAN, SLN]"
Pat Putnam,"[MIN, SEA, TEX]"
Pat Ragan,"[BRO, BSN, CHA, CHN, CIN, NY1, PHI]"
Pat Rapp,"[ANA, BAL, BOS, FLO, KCA, SFN]"
Pat Scanlon,"[BSU, MON, SDN]"
Pat Sheridan,"[DET, KCA, NYA, SFN]"
Pat Tabler,"[CHN, CLE, KCA, NYN, TOR]"
Pat Veltman,"[BSN, CHA, NY1, PIT]"
Pat Zachry,"[CIN, LAN, NYN, PHI]"
Patsy Donovan,"[BRO, BSN, LS2, PIT, SLN, WS1, WS9, WSN]"
Patsy Dougherty,"[BOS, CHA, NYA]"
Patsy Flaherty,"[BSN, CHA, LS3, PHI, PIT]"
Patsy Tebeau,"[CHN, CL4, CLP, SLN]"
Paul Abbott,"[CLE, KCA, MIN, PHI, SEA, TBA]"
Paul Assenmacher,"[ATL, CHA, CHN, CLE, NYA]"
Paul Bako,"[ATL, BAL, CHN, CIN, DET, FLO, HOU, KCA, LAN, MIL, PHI]"
Paul Blair,"[BAL, CIN, NYA]"
Paul Byrd,"[ATL, BOS, CLE, KCA, LAA, NYN, PHI]"
Paul Calvert,"[CLE, DET, WS1]"
Paul Cook,"[BRP, LS2, PHI, SL4]"
Paul Dade,"[CAL, CLE, SDN]"
Paul Dean,"[NY1, SLA, SLN]"
Paul Derringer,"[CHN, CIN, SLN]"
Paul Doyle,"[ATL, CAL, SDN]"
Paul Erickson,"[CHN, NY1, PHI]"
Paul Gibson,"[DET, NYA, NYN]"
Paul Giel,"[KC1, MIN, NY1, PIT, SFN]"
Paul Hartzell,"[BAL, CAL, MIN, ML4]"
Paul Hines,"[BSN, CH2, CHN, IN3, PIT, PRO, WS4, WS5, WS8, WS9]"
Paul Hoover,"[FLO, PHI, TBA]"
Paul Householder,"[CIN, HOU, ML4, SLN]"
Paul Kilgus,"[BAL, CHN, SLN, TEX, TOR]"
Paul Konerko,"[CHA, CIN, LAN]"
Paul LaPalme,"[CHA, CIN, PIT, SLN]"
Paul Lehner,"[BOS, CHA, CLE, PHA, SLA]"
Paul Lindblad,"[KC1, NYA, OAK, TEX, WS2]"
Paul Lo Duca,"[FLO, LAN, NYN, WAS]"
Paul Maholm,"[ATL, LAN, PIT]"
Paul Menhart,"[SDN, SEA, TOR]"
Paul Mirabella,"[BAL, ML4, NYA, SEA, TEX, TOR]"
Paul Mitchell,"[BAL, ML4, OAK, SEA]"
Paul Molitor,"[MIN, ML4, TOR]"
Paul Moskau,"[CHN, CIN, PIT]"
Paul Phillips,"[CHA, COL, KCA]"
Paul Popovich,"[CHN, LAN, PIT]"
Paul Quantrill,"[BOS, FLO, LAN, NYA, PHI, SDN, TOR]"
Paul Radford,"[BR3, BS2, BSN, CL4, CLP, KCN, NY4, PRO, WSN]"
Paul Richards,"[BRO, DET, NY1, PHA]"
Paul Schaal,"[CAL, KCA, LAA]"
Paul Shuey,"[BAL, CLE, LAN]"
Paul Siebert,"[HOU, NYN, SDN]"
Paul Smith,"[CHN, CIN, PIT]"
Paul Sorrento,"[CLE, MIN, SEA, TBA]"
Paul Spoljaric,"[KCA, PHI, SEA, TOR]"
Paul Wagner,"[CLE, MIL, ML4, PIT]"
Paul Waner,"[BRO, BSN, NYA, PIT]"
Paul Wilson,"[CIN, NYN, TBA]"
Paul Zahniser,"[BOS, CIN, WS1]"
Paul Zuvella,"[ATL, CLE, KCA, NYA]"
Pea Ridge Day,"[BRO, CIN, SLN]"
Peaches Graham,"[BSN, CHN, CLE, PHI]"
Peanuts Lowrey,"[CHN, CIN, PHI, SLN]"
Pedro Astacio,"[BOS, COL, HOU, LAN, NYN, SDN, TEX, WAS]"
Pedro Beato,"[ATL, BOS, NYN]"
Pedro Borbon,"[ATL, CAL, CIN, HOU, LAN, SFN, SLN, TOR]"
Pedro Ciriaco,"[BOS, KCA, KCR, PIT, SDN]"
Pedro Feliz,"[HOU, PHI, SFN, SLN]"
Pedro Garcia,"[DET, ML4, TOR]"
Pedro Hernandez,"[CHA, COL, MIN, TOR]"
Pedro Martinez,"[BOS, CIN, HOU, LAN, MON, NYN, PHI, SDN]"
Pedro Ramos,"[CIN, CLE, MIN, NYA, PHI, PIT, WS1, WS2]"
Pedro Strop,"[BAL, CHN, TEX]"
Pedro Swann,"[ATL, BAL, TOR]"
Pee-Wee Wanninger,"[BOS, CIN, NYA]"
Peek-A-Boo Veach,"[CL4, KCU, LS2, PIT]"
Pep Young,"[CIN, PIT, SLN]"
Pepe Frias,"[ATL, LAN, MON, TEX]"
Percy Jones,"[BSN, CHN, PIT]"
Perry Werden,"[BL3, LS3, SLN, SLU, TL2, WS8]"
Pete Alexander,"[CHN, PHI, SLN]"
Pete Appleton,"[BOS, CHA, CIN, CLE, NYA, SLA, WS1]"
Pete Broberg,"[CHN, ML4, OAK, TEX, WS2]"
Pete Browning,"[BRO, CIN, CLP, LS2, LS3, PIT, SLN]"
Pete Burnside,"[BAL, DET, NY1, SFN, WS2]"
Pete Cassidy,"[BRO, LS3, WSN]"
Pete Childs,"[CHN, PHI, SLN]"
Pete Compton,"[BSN, NY1, PIT, SLA, SLF]"
Pete Conway,"[BFN, DTN, KCN, PIT]"
Pete Daley,"[BOS, KC1, WS2]"
Pete Donnelly,"[FW1, PH2, WS5]"
Pete Donohue,"[BOS, CIN, CLE, NY1]"
Pete Dowling,"[CLE, LS3, MLA]"
Pete Falcone,"[ATL, NYN, SFN, SLN]"
Pete Filson,"[CHA, KCA, MIN, NYA]"
Pete Gilbert,"[BL3, BLN, BRO, LS3]"
Pete Harnisch,"[BAL, CIN, HOU, ML4, NYN]"
Pete Hotaling,"[BR3, BSN, CL2, CL3, CN1, WOR]"
Pete Incaviglia,"[BAL, DET, HOU, NYA, PHI, TEX]"
Pete Kilduff,"[BRO, CHN, NY1]"
Pete LaForest,"[PHI, SDN, TBA]"
Pete Ladd,"[HOU, ML4, SEA]"
Pete Mackanin,"[MIN, MON, PHI, TEX]"
Pete Mikkelsen,"[CHN, LAN, NYA, PIT, SLN]"
Pete Noonan,"[CHN, PHA, SLN]"
Pete O'Brien,"[CHN, CIN, CLE, SEA, SLA, TEX, WS1, WS8]"
Pete Orr,"[ATL, PHI, WAS]"
Pete Reiser,"[BRO, BSN, CLE, PIT]"
Pete Richert,"[BAL, LAN, PHI, SLN, WS2]"
Pete Rose,"[CIN, MON, PHI]"
Pete Runnels,"[BOS, HOU, WS1]"
Pete Schourek,"[BOS, CIN, HOU, NYN, PIT]"
Pete Smith,"[ATL, BAL, BOS, CIN, NYN, SDN]"
Pete Sweeney,"[LS2, PH4, SL4, WS8]"
Pete Vuckovich,"[CHA, ML4, SLN, TOR]"
Pete Walker,"[COL, NYN, SDN, TOR]"
Pete Ward,"[BAL, CHA, NYA]"
Pete Whisenant,"[BSN, CHN, CIN, CLE, MIN, SLN, WS1]"
Phenomenal Smith,"[BL2, BR3, DTN, PH4, PHI, PIT, PT1]"
Phil Baker,"[BL2, WS8, WSU]"
Phil Bradley,"[BAL, CHA, PHI, SEA]"
Phil Clark,"[BOS, DET, SDN, SLN]"
Phil Collins,"[CHN, PHI, SLN]"
Phil Douglas,"[BRO, CHA, CHN, CIN, NY1]"
Phil Dumatrait,"[CIN, MIN, PIT]"
Phil Gagliano,"[BOS, CHN, CIN, SLN]"
Phil Garner,"[HOU, LAN, OAK, PIT, SFN]"
Phil Geier,"[BSN, CIN, MLA, PHA, PHI]"
Phil Hiatt,"[DET, KCA, LAN]"
Phil Knell,"[CL4, CL6, LS3, PHI, PHP, PIT, WSN]"
Phil Linz,"[NYA, NYN, PHI]"
Phil Masi,"[BSN, CHA, PIT]"
Phil Nevin,"[ANA, CHN, DET, HOU, MIN, SDN, TEX]"
Phil Niekro,"[ATL, CLE, ML1, NYA, TOR]"
Phil Ortega,"[CAL, LAN, WS2]"
Phil Paine,"[BSN, ML1, SLN]"
Phil Plantier,"[BOS, HOU, OAK, SDN, SLN]"
Phil Powers,"[BL2, BSN, CHN, CL2, CN2]"
Phil Reccius,"[CL3, LS2, RC2]"
Phil Regan,"[CHA, CHN, DET, LAN]"
Phil Roof,"[CAL, CHA, CLE, KC1, MIN, ML1, ML4, OAK, TOR]"
Phil Weintraub,"[CIN, NY1, PHI]"
Philip Humber,"[CHA, HOU, KCA, MIN, NYN]"
Phonney Martin,"[BR1, NY2, TRO]"
Pickles Dillhoefer,"[CHN, PHI, SLN]"
Piggy Ward,"[BLN, CIN, PHI, PIT, WSN]"
Ping Bodie,"[CHA, NYA, PHA]"
Pink Hawley,"[CIN, MLA, NY1, PIT, SLN]"
Pinky Hargrave,"[BSN, DET, SLA, WS1]"
Pinky Higgins,"[BOS, DET, PHA]"
Pinky Pittenger,"[BOS, CHN, CIN]"
Placido Polanco,"[DET, MIA, PHI, SLN]"
Pokey Reese,"[BOS, CIN, PIT]"
Pol Perritt,"[DET, NY1, SLN]"
Pop Corkhill,"[BR3, BRO, CIN, CN2, PH4, PIT]"
Pop Dillon,"[BLA, BRO, DET, PIT]"
Pop Foster,"[CHA, NY1, WS1]"
Pop Schriver,"[BR3, CHN, CIN, NY1, PHI, PIT, SLN]"
Pop Smith,"[BFN, BSN, CL2, CL5, CN1, LS2, PH4, PIT, PT1, WOR, WS9]"
Pop Snyder,"[BL1, BSN, CL3, CL4, CLP, CN2, LS1, PH2, WS5, WS9]"
Pop Tate,"[BL2, BL3, BSN]"
Pop Williams,"[BSN, CHN, PHI, WSN]"
Possum Whitted,"[BRO, BSN, PHI, PIT, SLN]"
Preacher Roe,"[BRO, PIT, SLN]"
Preston Ward,"[BRO, CHN, CLE, KC1, PIT]"
Preston Wilson,"[COL, FLO, HOU, NYN, SLN, WAS]"
Pretzels Getzien,"[BSN, CL4, DTN, IN3, SLN]"
Prince Fielder,"[DET, MIL, TEX]"
Pud Galvin,"[BFN, PIT, PT1, PTP, SL2, SLN]"
Quilvio Veras,"[ATL, FLO, SDN]"
Quintin Berry,"[BAL, BOS, DET]"
Quinton McCracken,"[ARI, CIN, COL, MIN, SEA, TBA]"
R. A. Dickey,"[MIN, NYN, SEA, TEX, TOR]"
Rabbit Maranville,"[BRO, BSN, CHN, PIT, SLN]"
Rabbit Robinson,"[CIN, DET, WS1]"
Rabbit Warstler,"[BOS, BSN, CHN, PHA]"
Rafael Bournigal,"[LAN, OAK, SEA]"
Rafael Furcal,"[ATL, LAN, SLN]"
Rafael Landestoy,"[CIN, HOU, LAN]"
Rafael Palmeiro,"[BAL, CHN, TEX]"
Rafael Santana,"[CLE, NYA, NYN, SLN]"
Rafael Soriano,"[ATL, NYA, SEA, TBA, WAS]"
Rajai Davis,"[DET, OAK, PIT, SFN, TOR]"
Ralph Branca,"[BRO, DET, NYA]"
Ralph Comstock,"[BOS, DET, PIT, PTF]"
Ralph Garr,"[ATL, CAL, CHA]"
Ralph Kiner,"[CHN, CLE, PIT]"
Ralph Miller,"[BLN, BRO, PHI, WS1]"
Ralph Terry,"[CLE, KC1, NYA, NYN]"
Ralph Weigel,"[CHA, CLE, WS1]"
Ralph Young,"[DET, NYA, PHA]"
Ramon Castro,"[CHA, FLO, NYN, OAK]"
Ramon Garcia,"[CHA, HOU, ML4, WS1]"
Ramon Hernandez,"[ATL, BAL, BOS, CHN, CIN, COL, LAN, OAK, PIT, SDN]"
Ramon Martinez,"[BOS, CHN, DET, LAN, NYN, PHI, PIT, SFN]"
Ramon Ortiz,"[ANA, CHN, CIN, COL, LAN, MIN, TOR, WAS]"
Ramon Ramirez,"[BAL, BOS, CIN, COL, KCA, NYN, SFN]"
Ramon Santiago,"[CIN, DET, SEA]"
Ramon Vazquez,"[BOS, CLE, PIT, SDN, SEA, TEX]"
Ramon Webster,"[CHN, KC1, OAK, SDN]"
Rance Mulliniks,"[CAL, KCA, TOR]"
Randall Simon,"[ATL, CHN, DET, PHI, PIT, TBA]"
Randy Bass,"[KCA, MIN, MON, SDN, TEX]"
Randy Choate,"[ARI, FLO, LAN, NYA, SLN, TBA]"
Randy Elliott,"[OAK, SDN, SFN]"
Randy Flores,"[COL, MIN, SLN, TEX]"
Randy Gumpert,"[BOS, CHA, NYA, PHA, WS1]"
Randy Hundley,"[CHN, MIN, SDN, SFN]"
Randy Jackson,"[BRO, CHN, CLE, LAN]"
Randy Johnson,"[ARI, ATL, CHA, HOU, MIN, MON, NYA, SEA, SFN]"
Randy Keisler,"[CIN, NYA, OAK, SDN, SLN]"
Randy Knorr,"[FLO, HOU, MON, TEX, TOR]"
Randy Kramer,"[CHN, PIT, SEA]"
Randy Lerch,"[ML4, MON, PHI, SFN]"
Randy Messenger,"[FLO, SEA, SFN]"
Randy Milligan,"[BAL, CIN, CLE, MON, NYN, PIT]"
Randy Moffitt,"[HOU, SFN, TOR]"
Randy Moore,"[BRO, BSN, CHA, SLN]"
Randy Myers,"[BAL, CHN, CIN, NYN, SDN, TOR]"
Randy Niemann,"[CHA, HOU, MIN, NYN, PIT]"
Randy O'Neal,"[ATL, DET, PHI, SFN, SLN]"
Randy Ready,"[ML4, MON, OAK, PHI, SDN]"
Randy St. Claire,"[ATL, CIN, MIN, MON, TOR]"
Randy Stein,"[CHN, ML4, SEA]"
Randy Velarde,"[ANA, CAL, NYA, OAK, TEX]"
Randy Veres,"[CHN, DET, FLO, KCA, ML4]"
Randy Williams,"[BOS, CHA, COL, SDN, SEA]"
Randy Winn,"[NYA, SEA, SFN, SLN, TBA]"
Randy Wolf,"[BAL, HOU, LAN, MIA, MIL, PHI, SDN]"
Rankin Johnson,"[BLF, BOS, CHF, PHA, SLN]"
Rasty Wright,"[CL4, SLA, SR2]"
Raul Casanova,"[BAL, CHA, DET, MIL, NYN, TBA]"
Raul Chavez,"[BAL, HOU, MON, PIT, SEA, TOR]"
Raul Gonzalez,"[CHN, CIN, CLE, NYN]"
Raul Ibanez,"[KCA, LAA, NYA, PHI, SEA]"
Raul Mondesi,"[ANA, ARI, ATL, LAN, NYA, PIT, TOR]"
Raul Valdes,"[HOU, NYA, NYN, PHI]"
Rawly Eastwick,"[CHN, CIN, KCA, NYA, PHI, SLN]"
Ray Barker,"[BAL, CLE, NYA]"
Ray Benge,"[BRO, BSN, CIN, CLE, PHI]"
Ray Berres,"[BRO, BSN, NY1, PIT]"
Ray Boone,"[BOS, CHA, CLE, DET, KC1, ML1]"
Ray Burris,"[CHN, ML4, MON, NYA, NYN, OAK, SLN]"
Ray Caldwell,"[BOS, CLE, NYA]"
Ray Coleman,"[CHA, PHA, SLA]"
Ray Crone,"[ML1, NY1, SFN]"
Ray Culp,"[BOS, CHN, PHI]"
Ray Demmitt,"[CHA, DET, NYA, SLA]"
Ray Durham,"[CHA, MIL, OAK, SFN]"
Ray Fontenot,"[CHN, MIN, NYA]"
Ray Fosse,"[CLE, ML4, OAK, SEA]"
Ray Francis,"[BOS, DET, NYA, WS1]"
Ray French,"[BRO, CHA, NYA]"
Ray Grimes,"[BOS, CHN, PHI]"
Ray Harrell,"[CHN, NY1, PHI, PIT, SLN]"
Ray Hayworth,"[BRO, DET, NY1, SLA]"
Ray Herbert,"[CHA, DET, KC1, PHI]"
Ray Holbert,"[ATL, KCA, MON, SDN]"
Ray Jablonski,"[CIN, KC1, NY1, SFN, SLN]"
Ray King,"[ATL, CHN, COL, MIL, SLN, WAS]"
Ray Knight,"[BAL, CIN, DET, HOU, NYN]"
Ray Krawczyk,"[CAL, ML4, PIT]"
Ray Mack,"[CHN, CLE, NYA]"
Ray Moore,"[BAL, BRO, CHA, MIN, WS1]"
Ray Mueller,"[BSN, CIN, NY1, PIT]"
Ray Murray,"[BAL, CLE, PHA]"
Ray Olmedo,"[CHA, CIN, TOR]"
Ray Oyler,"[CAL, DET, SE1]"
Ray Poat,"[CLE, NY1, PIT]"
Ray Prim,"[CHN, PHI, WS1]"
Ray Sadecki,"[ATL, KCA, ML4, NYN, SFN, SLN]"
Ray Scarborough,"[BOS, CHA, DET, NYA, WS1]"
Ray Searage,"[CHA, LAN, ML4, NYN]"
Ray Semproch,"[DET, LAA, PHI]"
Ray Starr,"[BSN, CHN, CIN, NY1, PIT, SLN]"
Rebel Oakes,"[CIN, PTF, SLN]"
Red Ames,"[CIN, NY1, PHI, SLN]"
Red Barkley,"[BRO, BSN, SLA]"
Red Barrett,"[BSN, CIN, SLN]"
Red Causey,"[BSN, NY1, PHI]"
Red Corriden,"[CHN, DET, SLA]"
Red Donahue,"[CLE, DET, NY1, PHI, SLA, SLN]"
Red Dooin,"[CIN, NY1, PHI]"
Red Downs,"[BRO, CHN, DET]"
Red Ehret,"[CIN, KC2, LS2, LS3, PIT, SLN]"
Red Embree,"[CLE, NYA, SLA]"
Red Killefer,"[CIN, DET, NY1, WS1]"
Red Kleinow,"[BOS, NYA, PHI]"
Red Kress,"[CHA, DET, NY1, SLA, WS1]"
Red Lucas,"[BSN, CIN, NY1, PIT]"
Red Lynn,"[CHN, DET, NY1]"
Red Murray,"[CHN, NY1, SLN]"
Red Nelson,"[CIN, PHI, SLA]"
Red Ruffing,"[BOS, CHA, NYA]"
Red Schoendienst,"[ML1, NY1, SLN]"
Red Shannon,"[BOS, BSN, CHN, PHA, WS1]"
Red Smith,"[BRO, BSN, NY1, PHA, PIT]"
Red Wilson,"[CHA, CLE, DET]"
Red Witt,"[HOU, LAA, PIT]"
Reddy Mack,"[BL2, BL3, LS2]"
Reed Johnson,"[ATL, CHN, LAN, MIA, TOR]"
Reggie Cleveland,"[BOS, ML4, SLN, TEX]"
Reggie Harris,"[BOS, HOU, MIL, OAK, PHI]"
Reggie Jackson,"[BAL, CAL, KC1, NYA, OAK]"
Reggie Jefferson,"[BOS, CIN, CLE, SEA]"
Reggie Sanders,"[ARI, ATL, CIN, DET, KCA, PIT, SDN, SFN, SLN]"
Reggie Smith,"[BOS, LAN, SFN, SLN]"
Reggie Taylor,"[CIN, PHI, TBA]"
Reggie Williams,"[ANA, CAL, CLE, LAN]"
Reid Brignac,"[COL, NYA, PHI, TBA]"
Reid Cornelius,"[FLO, MON, NYN]"
Reid Nichols,"[BOS, CHA, MON]"
Remy Hermoso,"[ATL, CLE, MON]"
Rene Gonzales,"[BAL, CAL, CLE, COL, MON, TEX, TOR]"
Rene Rivera,"[MIN, SDN, SEA]"
Renie Martin,"[KCA, PHI, SFN]"
Reno Bertoia,"[DET, KC1, MIN, WS1]"
Rex Hudler,"[BAL, CAL, MON, NYA, PHI, SLN]"
Rey Ordonez,"[CHN, NYN, TBA]"
Rey Quinones,"[BOS, PIT, SEA]"
Rey Sanchez,"[ATL, BOS, CHN, KCA, NYA, NYN, SEA, SFN, TBA]"
Rheal Cormier,"[BOS, CIN, MON, PHI, SLN]"
Ricardo Jordan,"[CIN, NYN, PHI, TOR]"
Ricardo Rincon,"[CLE, NYN, OAK, PIT, SLN]"
Rich Aurilia,"[CIN, SDN, SEA, SFN]"
Rich Becker,"[BAL, DET, MIL, MIN, NYN, OAK]"
Rich Bordi,"[BAL, CHN, NYA, OAK, SEA]"
Rich Chiles,"[HOU, MIN, NYN]"
Rich Coggins,"[BAL, CHA, MON, NYA]"
Rich Croushore,"[BOS, COL, SLN]"
Rich DeLucia,"[ANA, CIN, CLE, SEA, SFN, SLN]"
Rich Folkers,"[ML4, NYN, SDN, SLN]"
Rich Gale,"[BOS, CIN, KCA, SFN]"
Rich Garces,"[BOS, CHN, FLO, MIN]"
Rich Gedman,"[BOS, HOU, SLN]"
Rich Gossage,"[CHA, CHN, NYA, OAK, PIT, SDN, SEA, SFN, TEX]"
Rich Hand,"[CAL, CLE, TEX]"
Rich Harden,"[CHN, OAK, TEX]"
Rich Hill,"[BAL, BOS, CHN, CLE, LAA]"
Rich Hinton,"[CHA, CIN, NYA, SEA, TEX]"
Rich McKinney,"[CHA, NYA, OAK]"
Rich Monteleone,"[CAL, NYA, SEA, SFN]"
Rich Nye,"[CHN, MON, SLN]"
Rich Renteria,"[FLO, PIT, SEA]"
Rich Robertson,"[ANA, MIN, PIT, SFN]"
Rich Rodriguez,"[ANA, CLE, FLO, NYN, SDN, SFN, SLN, TEX]"
Rich Rollins,"[CLE, MIN, ML4, SE1]"
Rich Sauveur,"[CHA, KCA, MON, NYN, OAK, PIT]"
Rich Thompson,"[CLE, KCA, LAA, MON, TBA]"
Richard Dotson,"[CHA, KCA, NYA]"
Richard Hidalgo,"[HOU, NYN, TEX]"
Richie Ashburn,"[CHN, NYN, PHI]"
Richie Hebner,"[CHN, DET, NYN, PHI, PIT]"
Richie Lewis,"[BAL, CIN, DET, FLO, OAK]"
Richie Scheinblum,"[CAL, CIN, CLE, KCA, SLN, WS2]"
Richie Sexson,"[ARI, CLE, MIL, NYA, SEA]"
Richie Zisk,"[CHA, PIT, SEA, TEX]"
Rick Aguilera,"[BOS, CHN, MIN, NYN]"
Rick Anderson,"[KCA, NYA, NYN, SEA]"
Rick Ankiel,"[ATL, HOU, KCA, NYN, SLN, WAS]"
Rick Auerbach,"[CIN, LAN, ML4, SEA]"
Rick Bauer,"[BAL, CLE, TEX]"
Rick Bosetti,"[OAK, PHI, SLN, TOR]"
Rick Burleson,"[BAL, BOS, CAL]"
Rick Cerone,"[ATL, BOS, CLE, ML4, MON, NYA, NYN, TOR]"
Rick Dempsey,"[BAL, CLE, LAN, MIN, ML4, NYA]"
Rick Ferrell,"[BOS, SLA, WS1]"
Rick Helling,"[ARI, BAL, FLO, MIL, TEX]"
Rick Honeycutt,"[LAN, NYA, OAK, SEA, SLN, TEX]"
Rick Krivda,"[BAL, CIN, CLE]"
Rick Lancellotti,"[BOS, SDN, SFN]"
Rick Leach,"[DET, SFN, TEX, TOR]"
Rick Luecken,"[ATL, KCA, TOR]"
Rick Mahler,"[ATL, CIN, MON]"
Rick Monday,"[CHN, KC1, LAN, OAK]"
Rick Parker,"[HOU, LAN, NYN, SFN]"
Rick Reed,"[CIN, KCA, MIN, NYN, PIT, TEX]"
Rick Reichardt,"[CAL, CHA, KCA, LAA, WS2]"
Rick Reuschel,"[CHN, NYA, PIT, SFN]"
Rick Rhoden,"[HOU, LAN, NYA, PIT]"
Rick Rodriguez,"[CLE, OAK, SFN]"
Rick Schu,"[BAL, CAL, DET, MON, PHI]"
Rick Stelmaszek,"[CAL, CHN, TEX, WS2]"
